id;view;coord0;coord1;coord2;coord3;coord4;coord5;coord6;coord7;coord8;coord9;coord10;coord11;coord12;coord13;coord14;coord15;coord16;coord17
ACC0048;V;-19.50091696;-8.060403888;0.014585366;-6.979070959;-5.799565407;3.147276664;0.199644141;0.975582185;2.368624014;10.03430526;-0.558537205;4.294248651;-6.333881137;0.879580034;2.00910181;1.464064203;-5.392558322;4.342168933
ACC0049;D;-33.43982707;-15.22162287;-6.533591027;-5.282216645;-20.00022104;9.336740751;0.899104778;7.081576913;0.954958568;5.342069309;-4.341730832;1.003495475;-8.562923043;-4.104499659;2.111129208;-2.102956858;-2.189578016;6.935670079
ACC0049;V;-32.26294881;-15.12000497;-2.990498028;-2.000483927;-19.61555494;12.88914078;1.367895169;0.918475321;2.959169489;3.448516047;-0.286212786;-0.631297385;-8.81119134;-1.723171489;-1.004892415;0.983243399;-3.173284868;3.205081406
ACC0050;D;-39.10280221;-12.28558558;0.19832698;-1.564979483;-12.69113548;-0.17948875;1.999581235;6.662110586;0.980362416;2.151072988;-4.102296775;1.852152126;-5.793212251;-1.216123633;4.48289411;-7.431639269;-2.745276983;3.630289995
ACC0050;V;-37.40022138;-13.31982735;4.31097309;-2.357033523;-8.504638669;-1.837659386;1.186425782;5.712238679;2.799477229;1.728656887;-4.116134447;2.405637094;-6.560746387;-1.086107915;5.616757543;-5.438300524;-3.950638487;3.713535072
ACC0060;D;-24.93292963;-3.44082629;-10.2029723;-7.220411508;-13.91266409;13.77658392;-6.362155412;2.076921248;-2.109423166;1.753783538;-2.137304855;1.953270481;-4.245621289;-3.403977146;1.218218016;-0.357426142;-4.103259913;3.280219749
ACC0060;V;-28.31428732;-10.28606861;7.347077732;-15.87805686;-4.316632054;8.820585693;0.726127768;-3.110150082;2.636265329;-2.495285526;-0.724772207;7.451283089;2.040120097;-2.541181532;4.124137199;-1.649088471;-5.374161509;3.839327407
ACC0062;D;-26.60839656;-7.73944772;-6.075358201;5.655903052;-14.15002545;10.62785558;-7.221826782;-5.275825165;3.519585005;1.597865996;1.056908453;3.073027972;-3.566238322;-0.2756341;-1.079939481;-3.590140287;-2.129175091;0.336777203
ACC0062;V;-23.67376246;-12.02792469;4.971523762;-3.258235874;-11.55656368;17.68261332;1.200092816;-10.92485356;2.083173089;2.655137959;1.121280688;5.497009526;1.360700133;-1.46973516;-3.7910965;8.542268313;-5.082413742;-1.119072536
ACC0063;D;-29.42547401;-2.061896608;0.93706902;-7.478151449;-15.19394221;11.73820604;-3.129346582;-2.186356671;-2.568837078;1.336053689;0.441683129;1.469123103;-3.035110126;3.421047603;1.90276412;-2.784734012;-2.279094891;-0.225643054
ACC0063;V;-31.4094076;2.370435589;6.959970955;-5.759690304;-12.9140049;7.953332615;2.533352578;-4.668201106;-4.048149098;0.821557796;0.47592314;2.861149717;-0.735692418;3.504674034;0.264905873;-1.209764464;-3.006235917;-2.375258743
ACC0066;D;-41.16727361;-9.726931476;-3.559682543;12.99773004;-25.33724848;4.807019318;4.924599912;3.897662197;-4.225814661;-6.453869021;-1.503652873;-5.186773089;-3.920397858;1.860637961;-7.504781216;0.505985677;3.063927286;-0.141922097
ACC0066;V;-46.77341377;-11.0910046;9.8549303;19.01639894;-19.43569088;-1.148675631;7.980146584;-2.096870517;1.425853852;-12.45425884;1.156179605;-2.366866796;0.81938364;1.486750473;-7.303261586;1.811439039;6.455539387;-2.945532362
ACC0071;D;-9.263395486;-4.009959273;-9.836931097;-8.756460463;1.463949359;8.748631367;0.33911774;-1.873684499;2.688372105;0.253907359;4.535078209;1.513195033;3.572498084;1.419587121;-1.393779847;0.601655763;-2.519418227;0.316367858
ACC0071;V;-0.968512731;5.705509219;10.37849924;-22.46138198;6.177662953;11.6874601;5.249476981;-8.35529675;-1.684256827;-1.442591793;2.610892632;1.724603395;5.689856547;1.343062544;-2.526350635;0.775623443;-1.691349704;-2.410323645
ACC0074;D;-35.64374433;-5.050014827;-2.735394072;2.573965942;-23.10615495;10.41823137;-1.059642919;-2.275655915;0.535844129;-0.203177182;1.904712635;4.384603278;-5.613843866;1.224698296;-0.379108422;-6.677614312;1.344060523;-3.494946387
ACC0074;V;-38.82153927;-9.659544276;17.75642209;-10.92517723;-17.83770105;7.379711933;16.79691877;-5.996315009;-2.15070002;-0.628676955;-3.772530114;13.44748679;6.246078749;-3.37546975;1.738544915;0.480084549;-0.943044589;2.998684039
ACC0077;D;-37.44465563;-8.260402098;6.743373496;-5.814664788;-19.93668978;4.230514033;-0.369842914;0.029146708;1.824484156;2.94121209;2.781952238;3.655815644;-5.595021308;-0.131825023;2.903136932;-5.227732995;2.043886587;0.476679995
ACC0077;V;-39.40815515;-11.36612423;18.50021373;-6.43767249;-7.831268569;-2.193673777;12.94761528;-2.751752346;4.117772125;-1.077766057;-2.212856561;7.56245483;0.075286537;-1.230934241;4.091981991;-4.460360025;-2.780632773;2.097991939
ACC0079;D;-37.68596412;-13.35503411;8.998851823;0.515684458;-18.32671764;6.709296645;3.997055398;-0.715245167;1.921375821;-2.568350847;0.653169993;1.5861597;-3.393901329;2.252754081;-0.436869166;3.798179565;0.468704502;-1.243386252
ACC0079;V;-38.77834121;-6.938253161;24.82457508;-14.57467405;-15.55811162;3.291641307;15.74416843;-4.92698588;-4.487204773;-0.689906954;-3.424068478;9.284677274;7.154285189;0.738818366;5.305215635;0.209808244;1.252426725;3.600169468
ACC0081;D;-23.65879944;2.533810558;-13.47023573;6.304513413;-20.10221579;17.15839282;-4.69112981;-5.423179485;-2.418070397;4.595514068;-1.142930882;1.099554544;-6.042317451;-3.023893335;0.305607213;-2.926967832;-3.649782251;-2.646431196
ACC0081;V;-21.53359768;-0.449982117;-5.928450221;5.452763466;-13.88924235;16.42748591;-5.805865673;-7.646511887;1.176421628;0.797228155;1.15464193;0.352898609;-6.629275129;1.584253526;0.819577783;-2.572204179;-3.769022142;-3.997496332
ACC0083;D;-23.82447271;-4.08713805;-2.215768392;1.90626129;-14.3296118;19.25067819;0.638037948;-8.504555027;-1.529766631;0.244430837;-0.330547312;-0.262292322;-0.666336695;-1.468264473;-6.04385873;5.925751454;-3.641082026;-3.895844124
ACC0083;V;-21.2616809;-0.088396307;13.38529667;-4.366759788;-10.06509926;19.94530837;8.165923067;-15.87533599;-3.212118417;-1.053452772;-1.031820561;1.490122711;4.332521695;-3.292624135;-3.763199958;11.27831708;-3.539597155;-2.759323209
ACC0084;D;-30.51721646;-0.73185823;-9.593162535;11.53302633;-24.70752064;17.69472426;-3.440369146;-4.166007954;-4.794433458;-8.605045826;2.024121764;-5.711914677;-5.908318931;4.636839337;-7.726212945;-2.414219432;0.401235888;-4.062327315
ACC0084;V;-31.61620068;-1.084225271;-8.628520482;8.787976418;-22.13683194;19.00459135;-4.075589578;-3.56835615;-4.260651332;-11.36450935;-2.911889531;-3.505742406;-0.793963215;1.276774855;-6.492780238;0.264553198;0.864457452;-2.519628385
ACC0087;D;-34.23638438;-7.589856492;15.26633326;-2.534331686;-21.28991272;15.37576057;10.22151395;-12.21248298;-0.472528663;-6.082170762;2.608525324;6.282583471;3.9150035;1.399017912;-3.920642602;5.611037685;-2.455269502;-4.713685008
ACC0087;V;-24.6369699;9.160697763;31.46762333;-29.19428464;-15.07076274;17.55788335;17.0792026;-14.89690509;-10.09872081;2.542575339;-2.75528288;7.310946749;7.984330074;5.254059203;7.669288007;3.817810538;-4.198151017;2.094877005
ACC0088;D;9.628144264;-9.357115004;-9.754771171;-17.08847402;3.416519837;1.995453714;0.064883472;3.643537447;-2.23436673;-1.146615117;6.973747731;-0.394533228;-0.356080085;-3.448382415;1.587837639;-3.873099795;2.71303021;0.543663195
ACC0088;V;13.02176412;2.854225256;-5.762638033;-14.62374159;4.22450582;0.41416914;3.015461136;-1.566414087;-5.487600131;3.49383788;4.264321586;0.72547027;-1.774239977;-0.325002138;-0.494097069;-7.670913107;1.85414213;-0.434025268
ACC0091;D;12.66044995;-10.93931709;-10.51334365;-23.07070488;1.01870065;0.234725523;-0.164408698;8.786506742;-3.75159224;0.969875468;6.106374767;4.38413499;-3.367937227;3.254272252;2.684135857;-0.537028232;6.164807847;-1.490386214
ACC0091;V;12.62328107;-7.396195856;-1.005684015;-23.29958767;2.728966017;2.392510809;1.054458285;1.419562863;-2.701970532;2.068711514;5.902546497;1.071087229;-0.194201937;-0.684907081;-1.332809449;-4.226697679;4.643408966;-1.263663499
ACC0092;D;-2.916594931;5.416767513;-14.81655303;-3.712035221;9.514558699;0.097680828;-0.561556997;2.801564516;-2.6685786;-2.501359526;-1.782861912;6.137587593;3.416298015;-2.885840479;1.466784535;-2.435061456;3.166631661;-3.879309652
ACC0092;V;-2.50637919;-4.675851974;-13.5081206;3.394688978;5.884461427;2.836060328;-1.20990144;-2.936209905;7.754672567;2.612962838;2.702487572;5.430145464;9.554555795;2.330402079;-2.289395778;-3.578989168;0.118365187;-1.321940637
ACC0095;D;-8.134623029;-1.413173805;-7.550833657;-3.408516287;12.25417497;-1.810711837;2.316935009;0.755707252;-1.056688587;-0.990760695;0.226078711;2.975533449;4.857885764;-0.742454769;-0.538592368;-3.19802489;-2.261609112;-1.754401134
ACC0095;V;-3.331199345;-2.837718195;15.76055239;-1.554357443;18.91006069;-7.620452452;5.561575066;-5.195566488;4.333390517;0.657272718;-0.635038613;-1.123782411;3.771741895;-5.493967597;-2.449436778;-2.417983272;-2.514905539;-0.742562218
ACC0096;D;12.13582727;-5.915888578;-10.44938547;-5.639973842;5.766935654;6.806542267;2.692938632;-5.063265705;-0.197730335;1.222427914;3.60781057;-0.075150652;3.180046386;-1.681810804;1.243951456;-6.657175798;2.405125918;-0.602595989
ACC0096;V;10.37454991;-4.412590404;-6.173848818;-6.214238414;6.309749185;8.217708276;9.809906972;-7.338196359;-1.344799692;2.585115742;2.213949062;-2.472621773;1.728655898;-0.297630408;-0.782378009;-7.065663021;2.067870056;-2.101316341
ACC0098;D;17.85839057;-8.840542414;-1.484707291;5.060213163;4.881583043;-3.727916601;10.22402803;-6.163647619;-0.149749605;3.763093435;-2.524624816;0.272785343;-6.305464201;-5.347747863;0.739018325;-3.975042068;-0.919862118;-0.720965959
ACC0098;V;19.09863422;-10.61884895;-3.233218264;10.84133461;1.922262417;-2.254611614;10.21182239;-7.439251423;1.03164904;4.986686043;0.729023983;-0.835554446;-6.262324708;-1.794684512;1.293829163;-2.538609617;-1.630850863;-2.784255049
ACC0101;D;-0.74370181;9.568058558;-9.676418503;-9.02960073;5.105747912;-1.243280003;10.10014306;4.22617564;-7.320579796;-0.032752596;1.192074633;-0.06323425;4.335428113;-6.452333642;-5.186118107;-0.742260205;0.94243735;-0.255925192
ACC0101;V;4.035697427;13.17941033;-6.388425568;-8.316465375;4.47500587;-0.30948994;9.408973206;0.37106991;-5.104521014;3.555337739;3.174038896;0.867107753;3.452570465;-4.264238937;-4.904395312;-0.244259264;2.874916043;-1.028408846
ACC0102;D;-5.003400288;9.236339086;-11.34614993;-2.172113083;2.530762073;1.346771365;-1.294742378;2.727006531;-4.164496616;3.864750838;1.480991384;-1.45016052;4.67449491;-6.381621913;-3.010652298;2.067707692;6.642880961;-0.523367672
ACC0102;V;-5.059978292;7.42303502;2.854273939;-1.939629639;4.229599415;-2.589191147;3.642823955;-0.424800095;-0.112229894;5.154033325;3.947220779;-2.660640059;2.407463179;-5.703086577;-5.690278796;4.616658387;4.837663839;0.711454917
ACC0112;D;9.390817652;-4.654052278;-12.79750999;-1.29497904;6.197929936;4.001996732;10.00581146;-2.599311214;-3.438696854;0.272639551;2.525084209;1.0531751;-0.643026469;-0.215344082;2.572012511;-1.791691721;0.019739588;-5.477172685
ACC0112;V;8.312453751;-12.84174304;-4.052783317;7.898793872;11.92604634;-0.451493442;10.95622249;-5.247350676;6.338995165;1.388555179;-0.378480677;-1.360286014;-1.153700733;-1.937825107;1.866340856;-1.035745336;1.648811189;-2.97977915
ACC0115;D;9.609741761;-15.63466948;-14.66568407;-3.553766755;-0.009199808;1.148098078;7.704151051;3.946117751;-2.234572287;4.714804057;1.448573797;-0.281522283;-4.947443932;2.217731701;0.893383818;-2.711663775;0.921266653;-0.891522232
ACC0115;V;9.211511315;-13.88422651;-9.32990615;-0.617332766;0.343884573;-0.963900505;12.05052883;0.459720108;-2.201332058;7.726866164;1.265244876;-1.268446815;-6.391962313;1.197617653;0.051996155;-3.800525447;0.113494527;-1.379935174
ACC0117;D;-2.667649191;-8.374293542;-3.538798324;-0.320280342;5.013005724;-5.120454896;8.700134823;0.80847006;-1.106716883;8.964560023;-0.75520444;1.015839386;-3.743054315;-7.653473733;1.142662316;-1.68227772;0.794487796;-2.476641954
ACC0117;V;-3.474855503;-3.286118976;6.640762096;3.24473109;9.602794856;-6.060252712;14.88596916;-4.487657334;-1.538769739;8.74501665;-3.420470128;1.94539588;-4.791493668;-9.926172869;1.993104261;-0.101480088;-1.804523699;-3.746467214
ACC0119;D;8.192428336;1.70991869;-10.33938094;9.575536229;5.085017883;7.882054554;9.228104728;-12.95520728;1.066846475;1.578672648;4.769081443;0.481569397;-2.964267866;-3.654956887;-1.344616386;0.510620877;-1.753874968;-4.143841361
ACC0119;V;4.654718341;-7.426439453;-4.344717729;7.060900642;8.66973009;8.963853231;10.72370343;-12.93866713;4.606843912;-0.394950275;3.415715754;2.542949337;-0.767473146;-7.395203168;-4.127546558;1.678344947;-2.697903476;-3.075065511
ACC0128;D;5.811476468;4.983862072;-12.65193411;7.459449378;4.438379013;8.898175652;8.335408707;-9.764731115;-1.769002145;4.31203334;0.355134495;-4.461711922;1.114216442;-1.38790473;-0.910036473;-5.274887041;5.102943454;0.267029969
ACC0128;V;1.971911259;-6.236529607;-2.521593527;7.418128521;12.80531275;0.135390712;11.47387255;-6.714183532;3.709851425;2.56135888;-2.012426955;-3.910294613;0.092911162;-2.746872505;1.19384667;-3.481792746;4.067142782;-1.206940089
ACC0129;D;3.356273965;-2.073192331;-15.50643771;-2.835621271;4.673407267;5.942419346;5.687760969;-1.23805637;-1.393522813;4.337083293;-0.937751508;-1.562924539;3.5037356;0.550690998;0.188278001;-6.639536056;6.082420221;1.332102734
ACC0129;V;-0.377009959;-7.247216327;-6.504832037;8.435931208;10.98056879;-3.387943976;5.334826676;-3.04345376;5.747783043;6.142480437;-0.481184521;0.141399796;4.990859846;-4.528347355;1.123916335;-5.095739699;0.461785095;0.143673924
ACC0130;D;-14.8724458;-11.85645415;-6.428512531;1.146132313;4.931326994;-4.857090388;5.814010274;6.477457442;0.236023044;5.5587073;-3.043778203;-0.309461298;0.935135286;-8.58966781;-0.829900341;-1.794971153;-0.024175358;-1.316291537
ACC0130;V;-13.26782287;-15.80403301;3.889273435;-1.330563795;6.816770525;-7.139900662;6.818546159;4.211926727;1.210450478;4.973581616;-2.086064992;0.305857728;-2.551834835;-11.11377174;0.396968604;2.425935328;-0.913834431;-0.955992856
ACC0131;D;-1.147878096;-17.4705356;-10.8768436;3.107945681;2.577799067;2.43080072;9.89934459;2.564609218;2.095086041;2.568511065;-2.490996725;-1.399702308;-2.649243564;-4.489180166;-1.163389893;0.457489437;0.285055756;-1.841946004
ACC0131;V;-0.277130517;-13.59987827;-1.889153845;-3.082573242;3.944566253;-1.386762342;10.78633685;0.77910689;-0.717206035;5.27815036;1.261983323;1.550940167;-7.216610199;-8.106422761;1.003502383;2.50930566;-1.575407164;-3.885959825
ACC0148;D;4.733943207;17.74994685;-0.064620104;10.4679015;8.155535961;-8.293421689;11.96888353;-5.96761484;-3.08946485;6.616606653;-1.374965386;-1.051485334;-2.713711383;-0.780428503;-2.31469893;-0.949577257;-0.626784563;1.040281992
ACC0148;V;7.196051116;16.28499413;3.885042589;9.687022885;10.6399174;-11.03103655;4.471535454;-4.955870843;-1.108217906;7.273020931;0.730101523;-0.334443207;-1.68990522;-1.330665927;-0.891062003;-2.140135723;2.482148148;0.164056676
ACC0151;D;-4.871416076;14.90020636;5.250687644;5.499644242;10.68281206;-12.88646445;7.805242916;-1.831173992;-6.211106358;5.840541525;-0.952665867;-3.468972368;0.023693225;-2.709901308;-1.469741617;-2.222678632;1.026633923;0.121059072
ACC0151;V;-6.006140324;13.57906324;5.61121182;8.783845693;10.03315854;-9.974424058;3.601767071;-5.087938943;0.865092706;8.370988955;3.018834163;-0.856296668;1.330264575;-0.542379634;-3.387444691;-0.104208424;-0.253847527;-1.377309762
ACC0164;D;18.04918302;28.67300302;-10.444688;14.09571695;5.615139182;-4.138309345;10.84598196;-6.251198344;-5.581354617;5.082605801;-1.499637958;1.308603438;-2.181712717;-4.027664197;0.920296898;-2.64898166;5.628625005;2.131527082
ACC0164;V;20.04461433;14.82140567;-2.518212783;17.7317655;5.288982129;-0.271093916;10.44193679;-12.73925849;2.636297444;3.629764183;-3.583818799;-0.890291207;-2.825752149;-4.967122048;0.47665565;-4.680970458;3.962305903;2.708430624
ACC0166;D;3.962855402;10.84626262;-9.476329726;9.385336212;10.82797206;-7.705970386;2.8907963;-0.060644477;-5.047689236;3.20414266;-3.509703496;2.89765751;-0.772537868;-3.523791682;1.857601153;-1.552630846;4.380848909;-0.774061564
ACC0166;V;4.823222172;13.56488484;-2.314875026;14.44359505;8.50368955;-4.702570642;9.041043089;-8.65954915;1.784363125;4.468584755;0.556562175;-2.983412886;-0.47688398;-6.225244797;-1.433921948;-0.20447012;4.309145329;1.315313395
ACC0168;D;3.608682758;-8.071204505;-14.49373221;5.865495558;5.899091684;-1.812970179;9.146229713;-0.470588901;-0.183687837;5.244132658;-1.849410191;-2.359516881;2.288531782;-0.572699699;2.429983797;-9.044960258;1.236038948;1.75883404
ACC0168;V;0.115707294;-12.99965587;-18.62352313;14.47723899;7.06437343;1.255351415;7.891479658;-1.288047758;5.627057714;6.000621537;-0.03020838;-2.131146303;9.194687376;4.732957423;0.62618065;-6.532671768;-2.480915254;1.707602384
ACC0169;D;2.56375996;-14.7589198;-18.92305265;-3.52941529;0.859397569;6.689958677;6.974333924;4.427354342;-0.261128711;4.63237096;-2.692550013;-3.461056031;1.538290178;-0.593490968;0.819881027;-5.8284327;5.105324925;3.086590746
ACC0169;V;3.156550888;-16.1290011;-20.34164871;-0.422519267;1.59596785;8.191566104;4.8955627;3.044092929;3.10204274;6.205130198;-0.899676492;-2.492128265;4.727174284;2.990509748;-0.391339368;-4.520662148;4.764437499;3.254367845
ACC0170;D;-3.063120271;-20.01056382;-16.5530415;0.209345203;-2.323026324;2.867254779;5.73983125;7.971907213;1.175588507;6.912137429;-1.4817824;-4.242958107;1.55475358;-0.765928452;-2.016362064;-1.486936372;3.364246176;-0.621900391
ACC0170;V;-1.073262823;-19.72898411;-8.534333294;4.317664123;2.798054342;-3.650594619;7.511170182;3.093243559;6.241583971;8.412584668;0.017332204;-3.982730256;0.586116459;-2.217648863;-0.315667999;-4.867593012;1.52747216;1.479254787
ACC0171;D;3.907529603;-13.91263998;-20.23789046;3.34576287;-4.997617896;1.894806018;5.267370372;5.936772224;-0.860130386;6.828058905;-3.971485242;-1.568668579;0.256999322;-2.139594125;-0.080601262;-3.73393872;5.367899597;1.397998595
ACC0171;V;4.70319106;-14.05262003;-15.74968034;8.926442561;-2.611463554;-2.799124346;7.64035792;2.433539915;0.750856045;7.02396057;-3.294298492;0.777644475;-1.453565699;-3.207902934;-0.426736624;-3.243254768;-0.151001873;0.450816231
ACC0180;D;-2.848547531;5.34411135;-23.68873003;8.21000018;3.308190758;11.61363788;3.160692659;-2.096378745;-4.186479011;0.225721358;-4.96788919;1.314923372;3.110027659;-3.502353204;-0.239314691;-1.829314201;0.535020983;-2.937233488
ACC0180;V;-0.468190543;4.743931483;-22.39463369;5.807349181;-0.671085011;11.07707825;2.847865834;-1.620132854;-5.899631893;1.330188665;-0.723973991;-1.724133675;4.95215313;-3.184993681;-2.240272218;-1.473965121;-0.046373046;-4.53581429
ACC0182;D;-10.85807953;12.393958;-18.83258909;4.520885942;-4.09617223;13.32499653;-0.155629585;-2.609855791;-6.429036751;9.534442738;-2.619113747;1.397774208;0.268944857;-2.464438397;-1.181774803;-2.665402612;-0.399178852;-5.289585069
ACC0182;V;-6.731494744;12.85386386;-12.37778246;0.011377391;-0.47254392;12.47082359;-1.389690797;-4.573016577;-5.172032103;6.166613655;1.061689279;-1.983339292;1.617867261;-1.624904575;1.223657695;0.098494263;2.29972997;-4.434278401
ACC0183;D;-14.37558003;-1.010747475;-7.792945403;1.911991201;8.946081959;5.088198435;0.9783969;-2.204115597;-2.129898702;4.229618249;0.035871353;-1.457173111;1.102063623;-0.586858653;0.353945595;-1.919290082;-1.732979455;-3.259472322
ACC0183;V;-13.09669041;3.892658001;-6.625244522;9.377381273;8.444128916;6.639844553;-2.469303744;-5.944843355;1.396833988;3.127234323;1.345690346;-2.9476587;6.335996082;1.110255171;-0.665010792;-1.833275977;0.346846425;-4.425836566
ACC0184;D;2.529412893;-1.115237648;-21.83656297;0.548345526;1.580966509;15.34428247;1.128089458;-1.994561184;-2.564784639;-3.507806279;0.046154952;0.066310406;0.970695759;-2.702039592;-0.746933592;-0.156147217;0.785252629;-3.709563054
ACC0184;V;9.919135007;10.64764893;-11.73544553;-3.432263965;0.002476779;11.02035941;5.453003932;-9.660822385;-3.401850071;5.449875218;0.708928556;-0.16455561;2.659894045;-4.56850141;-0.64999203;-6.264763615;3.044968095;0.293239348
ACC0185;D;-5.86057577;1.750809621;-23.25361465;7.681946553;-7.955991209;16.12101196;-2.071303292;-3.721634061;-3.61717093;5.285088573;-2.781652576;0.246452933;-2.923053676;-6.723790961;0.688771566;0.45740738;2.030927832;-2.16866838
