"id";"view";"coord0";"coord1";"coord2";"coord3";"coord4";"coord5";"coord6";"coord7";"coord8";"coord9";"coord10";"coord11";"coord12";"coord13";"coord14";"coord15";"coord16"
"ACC0182";"D";-23.1310048608981;15.482577147501;4.88086483438289;3.91337975969405;3.1031727640367;-2.6155559007231;-5.44194748242755;6.47231156930213;2.28823542103477;0.4452359334539;-3.51937947217617;-4.40454871657394;1.25468949634536;-1.37411658578873;-3.41891496463833;1.74557883651751;-2.40291659148284
"ACC0183";"D";-22.7093619736734;9.32682884567331;3.14410360058613;0.591073430283512;-1.65468393776278;2.23256712458506;-4.98615822065557;2.32489565640976;0.70134314100863;0.711936517559584;-1.68941654553729;0.368080068807246;0.550711080924093;0.709661188119246;-0.946738118968148;0.711098552284786;-0.0104552082176283
"ACC0186";"D";-23.2330267735416;14.976169894358;5.2282429762637;3.41266923710361;1.20662758380515;-0.697416691629664;-6.14727448914582;6.02460304572921;2.68091306168935;0.875380040734014;-3.63224436794193;-3.51322988207313;1.36104558452769;-0.650717587382868;-3.56823964125926;1.61305468942853;-1.98670884780101
"ACC0187";"D";-22.3752123643259;10.0284896840859;-2.05134517457545;0.438614091883517;-2.50184302036258;0.360441455898149;-7.24333686499474;2.09516427636609;2.47922235706975;2.80053301083947;-1.49834759095315;-0.487662453256722;-2.2321017492111;-0.191728416339777;-2.6614906102017;1.53144487429991;-0.490747225468474
"ACC0195";"D";-17.5921839845098;1.10089875620592;13.5617120124568;-0.324481393639276;-3.47394660542695;10.8466247561453;3.92861267728884;-1.47450248079718;1.29500055935169;-0.0761646070708481;-2.73872918555257;4.51725920887128;4.47145378918764;2.28995188269041;2.27135009802392;-1.38771943949409;2.58808633476674
"AP0066";"D";-17.7862482021849;3.62615664299453;6.60295007810054;-4.24303318300158;9.6658435242189;-7.38533427662416;10.4047857763414;0.136028529283705;-3.03637890959391;1.01910601214182;0.0259703944282621;-1.69745086569303;-1.72043680810415;-2.37638059145702;6.32959501374059;-0.501547232201799;1.52702362376153
"EL43226";"D";-18.1757569733511;5.52643379319411;-4.03076511828284;-2.60938952675881;7.53718459661142;-9.48067434100741;4.33421562380469;4.17461642780304;-4.56926668904952;-1.59487930747659;0.702692019866408;-2.69914340810448;-4.1960319364417;-2.16864872175833;1.79644334619076;2.27715097181867;0.64280950097798
"EL43230";"D";-22.4311066500367;13.887103863983;4.7040475092642;-0.237177688354742;6.45952743072837;-1.63796694706027;1.78754393642352;7.50134064022786;-1.66274549856415;1.82819662085041;-1.46341019255456;-3.17703241734919;3.26264915041834;-0.98527587108545;0.807684498071474;2.92655243491225;-1.87763810364946
"ACC0091";"D";24.2809995954639;-18.1210186569461;10.4150157905211;-29.7577746315252;15.9908304296889;-5.4495988768039;-1.05173207242831;7.09847608291872;29.2321579846163;10.4761618959539;-5.95505403986018;0.344609697458134;4.20263600364105;-5.84403751698018;-14.5321117898782;11.2377728767067;4.11036186245524
"ACC0095";"D";4.3393329387824;-19.6866470460955;14.5541183845762;-17.1833410204592;1.60932892791068;8.2839356833318;11.4242249498506;-9.80628739844591;9.02524809642654;10.0790827315172;-3.72734147053569;3.62055991327268;3.77805476108022;-3.37869594318947;2.51269280936809;2.5663678876977;-0.412405667675645
"ACC0263";"D";-20.4929426806182;6.18425261771243;9.83562487975472;3.1046330217686;1.59486494774751;-2.04795436470168;1.13453664747542;1.26724516165465;-1.34557279472899;-2.63441035653681;-1.93263766353438;-1.89439023515082;0.725420572656112;0.963296204068192;2.8864268289818;-3.45934190949553;0.921032189666955
"EL75390";"D";24.6678409462185;-7.78836362418221;-6.264663720106;-7.87277741430392;26.7953347021862;-1.5522304604786;-22.4518663208924;3.90415731697165;4.42225685306591;-11.2355752261151;1.73331186402702;-4.84992361375919;-5.53201986559226;7.47020075207343;3.16545549195404;-4.28820858584193;14.7554227794531
"EL75355";"D";6.63606268368914;-24.1194200872513;7.8586680624965;-6.22812638585612;-7.38315389838767;2.7448161616194;-4.39637816388924;-4.17759380306758;1.75934838786004;-1.34665017778868;0.0389742171410163;-1.14910073194427;-7.4523175475111;4.08866749587655;-2.74796029041689;-2.70193094382593;0.319692554695931
"AP0077";"D";1.92371666119828;-17.7927262537521;20.7985721569743;-12.3323453050014;10.6329802038583;-0.285544934587134;11.0878515060896;-8.6710680803443;3.6728623474321;6.98708213227162;4.43580465743104;-1.94811020126734;7.35690714699008;-2.84346028488084;2.285926712714;-0.256909273952321;-3.16669649474081
"EL75301";"D";-12.3312437182089;-2.5291636355884;12.3564129437314;4.86099383776193;5.59490013210554;-13.2718258357731;6.78710805153343;-7.5724914077422;-2.78755750916252;-3.58734614452476;3.10997256977437;-5.72477672091766;-1.2763951139118;-3.49262915172181;7.13841723475137;-3.61222342972248;1.35929689936466
"EL75328";"D";-15.8753000475818;0.261433731009324;10.9482604914775;3.73709667215233;4.25311803079009;-9.2794262850667;5.08137532607811;-3.60391178214439;-2.98095452096335;-4.33680166729032;1.36064007234598;-3.54628171875719;0.264338657822171;-0.0767619278649123;7.71427342834629;-2.81998404427499;0.630635148500742
"EL75357";"D";-18.7490897580924;0.196518821110666;5.95883684842333;-1.4617022420997;-0.94182652492943;-3.35358393707387;1.02392720786249;-4.57693149782849;-0.277110899670503;-1.68689577725646;-0.109336633290466;-0.258481165844766;-4.48365667797483;0.905829369725513;4.38397735255324;-3.36570650991856;0.930076586092769
"EL75362";"D";3.25323274756301;-8.15180480512966;-13.5321828366362;13.7155811498269;-18.1952397871824;7.43681629128453;0.229952728455641;-5.35731208071077;7.21082892112388;-0.46956023974716;-3.83228250468038;5.0253824932898;-7.74202348184936;-2.70046302028397;-1.85826456928087;-2.01430585488728;3.7789425417807
