num;id;box;genus;Subgenus;sp;ssp;loc;sex;Hauteur_platine;form;Note
1232;ACC0297;EL-B4849;Parnassius;Driopa;eversmanni;eversmanni;Serbie;M;50;;
1233;ACC0298;EL-B4849;Parnassius;Driopa;eversmanni;eversmanni;Serbie;F;50;;
1234;ACC0299;EL-B4849;Parnassius;Driopa;eversmanni;eversmanni;Serbie;F;50;;
1235;ACC0300;EL-B4850;Parnassius;Driopa;glacialis;naganoënsis;Japon;M;50;;
1236;ACC0301;EL-B4850;Parnassius;Driopa;glacialis;naganoënsis;Japon;M;50;;
1237;ACC0302;EL-B4850;Parnassius;Driopa;glacialis;naganoënsis;Japon;F;50;;
1238;ACC0303;EL-B4850;Parnassius;Driopa;glacialis;naganoënsis;Japon;F;50;;
1239;ACC0304;EL-B4850;Parnassius;Driopa;hoenei;-;Japon;M;50;;
1240;ACC0305;EL-B4850;Parnassius;Driopa;hoenei;-;Japon;M;50;;
1241;ACC0306;EL-B4851;Parnassius;Driopa;stubbendorfii;stubbendorfii;Sibérie;M;50;;
1242;ACC0307;EL-B4851;Parnassius;Driopa;stubbendorfii;stubbendorfii;Sibérie;M;50;;
1243;ACC0308;EL-B4851;Parnassius;Driopa;stubbendorfii;stubbendorfii;Sibérie;F;50;;
1244;ACC0309;EL-B4851;Parnassius;Driopa;stubbendorfii;stubbendorfii;Sibérie;F;50;;
1245;ACC0310;EL-B4852;Parnassius;Driopa;nordmanni;nordmanni;Caucase;M;50;;
1246;ACC0311;EL-B4852;Parnassius;Driopa;nordmanni;nordmanni;Caucase;M;50;;
1247;ACC0312;EL-B4852;Parnassius;Driopa;nordmanni;nordmanni;Caucase;F;50;;
1248;ACC0313;EL-B4852;Parnassius;Driopa;nordmanni;nordmanni;Caucase;F;50;;
1249;ACC0314;EL-B4853;Parnassius;Driopa;orleans;orleans;Chine;M;50;;
1250;ACC0315;EL-B4853;Parnassius;Driopa;orleans;orleans;Chine;M;50;;
1251;ACC0316;EL-B4853;Parnassius;Driopa;orleans;orleans;Chine;F;50;;
1252;ACC0317;EL-B4853;Parnassius;Driopa;orleans;orleans;Chine;F;50;;
1253;ACC0318;EL-B4854;Parnassius;Kailasius;autocrator;-;Afghanistan;M;50;;
1254;ACC0319;EL-B4854;Parnassius;Kailasius;autocrator;-;Afghanistan;M;50;;
1255;ACC0320;EL-B4854;Parnassius;Kailasius;autocrator;-;Afghanistan;F;50;;
1256;ACC0321;EL-B4854;Parnassius;Kailasius;autocrator;-;Afghanistan;F;50;;
1257;ACC0322;EL-B4854;Parnassius;Kailasius;loxias;loxias;Chine;M;50;;
1258;ACC0323;EL-B4855;Parnassius;Kailasius;charltonius;romanovi;Tadjikistan;M;50;;
1259;ACC0324;EL-B4855;Parnassius;Kailasius;charltonius;romanovi;Tadjikistan;M;50;;
1260;ACC0325;EL-B4855;Parnassius;Kailasius;charltonius;romanovi;Tadjikistan;F;50;;
1261;ACC0326;EL-B4855;Parnassius;Kailasius;charltonius;romanovi;Tadjikistan;F;50;;
1262;ACC0327;EL-B4856;Parnassius;Kailasius;inopinatus;-;Afghanistan;M;50;;
1263;ACC0328;EL-B4856;Parnassius;Kailasius;inopinatus;-;Afghanistan;M;50;;
1264;ACC0329;EL-B4856;Parnassius;Kailasius;inopinatus;-;Afghanistan;F;50;;
1265;ACC0330;EL-B4856;Parnassius;Kailasius;inopinatus;-;Afghanistan;F;50;;
1266;ACC0331;EL-B4857;Parnassius;Kailasius;augustus;-;Thibet;M;50;;
1267;ACC0332;EL-B4857;Parnassius;Kailasius;augustus;-;Thibet;F;50;;
1268;ACC0333;EL-B4857;Parnassius;Kailasius;augustus;-;Thibet;F;50;;
1269;ACC0334;EL-B4858;Parnassius;Kailasius;imperator;imperator;Chine;M;50;;
1270;ACC0335;EL-B4858;Parnassius;Kailasius;imperator;imperator;Chine;M;50;;
1271;ACC0336;EL-B4858;Parnassius;Kailasius;imperator;imperator;Chine;F;50;;
1272;ACC0337;EL-B4858;Parnassius;Kailasius;imperator;imperator;Thibet;F;50;;
1273;ACC0338;EL-B4859;Parnassius;Koramius;acdestis;macdonaldi;Inde;M;50;;
1274;ACC0339;EL-B4859;Parnassius;Koramius;acdestis;macdonaldi;Inde;M;50;;
1275;ACC0340;EL-B4860;Parnassius;Koramius;maximinus;-;Ouzbékistan;M;50;;
1276;ACC0341;EL-B4860;Parnassius;Koramius;maximinus;-;Ouzbékistan;M;50;;
1277;ACC0342;EL-B4860;Parnassius;Koramius;maximinus;-;Ouzbékistan;F;50;;
1278;ACC0343;EL-B4860;Parnassius;Koramius;maximinus;-;Ouzbékistan;F;50;;
1279;ACC0344;EL-B4861;Parnassius;Koramius;stenosemus;-;Pakistan;M;50;;
1280;ACC0345;EL-B4862;Parnassius;Koramius;delphius;albulus;Kirghizstan;M;50;;
1281;ACC0346;EL-B4862;Parnassius;Koramius;delphius;albulus;Kirghizstan;M;50;;
1282;ACC0347;EL-B4862;Parnassius;Koramius;delphius;albulus;Kirghizstan;F;50;;
1283;ACC0348;EL-B4862;Parnassius;Koramius;delphius;albulus;Kirghizstan;F;50;;
1284;ACC0349;EL-B4864;Parnassius;Koramius;cardinal;-;Afghanistan;M;50;;
1285;ACC0350;EL-B4864;Parnassius;Koramius;cardinal;-;Ouzbékistan;M;50;;
1286;ACC0351;EL-B4864;Parnassius;Koramius;cardinal;-;Afghanistan;F;50;;
1287;ACC0352;EL-B4864;Parnassius;Koramius;cardinal;-;Afghanistan;F;50;;
1288;ACC0353;EL-B4859;Parnassius;Koramius;patricius;kardacoffi;Kirghizistan;M;50;;
1289;ACC0354;EL-B4863;Parnassius;Koramius;staudingeri;-;Ouzbékistan;M;50;;
1290;ACC0355;EL-B4863;Parnassius;Koramius;staudingeri;-;Ouzbékistan;M;50;;
1291;ACC0356;EL-B4863;Parnassius;Koramius;staudingeri;-;Ouzbékistan;F;50;;
1292;ACC0357;EL-B4863;Parnassius;Koramius;staudingeri;-;Ouzbékistan;F;50;;
1293;ACC0358;EL-B4865;Parnassius;Sachaia;andreji;-;Chine;F;50;;
1294;ACC0359;EL-B4865;Parnassius;Sachaia;simo;simo;Chine;M;50;;
1295;ACC0360;EL-B4865;Parnassius;Sachaia;simo;gylippus;Chine;M;50;;
1296;ACC0361;EL-B4865;Parnassius;Sachaia;simo;colosseus;Pakistan;F;50;;
1297;ACC0362;EL-B4865;Parnassius;Sachaia;simo;albifer;Chine;F;50;;
1298;ACC0363;EL-B4866;Parnassius;Sachaia;simonius;simonius;Turkestan;M;50;;
1299;ACC0364;EL-B4866;Parnassius;Sachaia;simonius;simonius;Turkestan;M;50;;
1300;ACC0365;EL-B4866;Parnassius;Sachaia;simonius;simonius;Turkestan;F;50;;
1301;ACC0366;EL-B4867;Parnassius;Sachaia;tenedius;tenedius;Russie;M;50;;
1302;ACC0367;EL-B4867;Parnassius;Sachaia;tenedius;tenedius;Russie;M;50;;
1303;ACC0368;EL-B4867;Parnassius;Sachaia;tenedius;tenedius;Russie;F;50;;
1304;ACC0369;EL-B4867;Parnassius;Sachaia;tenedius;tenedius;Russie;F;50;;
1305;ACC0370;EL-B4868;Parnassius;Parnassius;actius;actius;Chine;M;50;;
1306;ACC0371;EL-B4868;Parnassius;Parnassius;actius;actius;Chine;M;50;;
1307;ACC0372;EL-B4868;Parnassius;Parnassius;actius;actius;Chine;F;50;;
1308;ACC0373;EL-B4868;Parnassius;Parnassius;actius;actius;Chine;F;50;;
1309;ACC0374;EL-B4869;Parnassius;Parnassius;tianschanicus;tianschanicus;Turkestan;M;50;;
1310;ACC0375;EL-B4869;Parnassius;Parnassius;tianschanicus;tianschanicus;Chine;M;50;;
1311;ACC0376;EL-B4869;Parnassius;Parnassius;tianschanicus;tianschanicus;Turkestan;F;50;;
1312;ACC0377;EL-B4869;Parnassius;Parnassius;tianschanicus;tianschanicus;Turkestan;F;50;;
1313;ACC0378;EL-B4870;Parnassius;Parnassius;epaphus;epaphus;Thibet;M;50;;
1314;ACC0379;EL-B4870;Parnassius;Parnassius;epaphus;epaphus;Thibet;M;50;;
1315;ACC0380;EL-B4870;Parnassius;Parnassius;epaphus;epaphus;Thibet;F;50;;
1316;ACC0381;EL-B4870;Parnassius;Parnassius;epaphus;epaphus;Thibet;F;50;;
1317;ACC0382;EL-B4871;Parnassius;Parnassius;nomion;nomion;Russie;M;50;;
1318;ACC0383;EL-B4871;Parnassius;Parnassius;nomion;nomion;Russie;M;50;;
1319;ACC0384;EL-B4871;Parnassius;Parnassius;nomion;nomion;Russie;F;50;;
1320;ACC0385;EL-B4871;Parnassius;Parnassius;nomion;nomion;Russie;F;50;;
1321;ACC0386;EL-B4872;Parnassius;Parnassius;jacquemontii;himalayensis;Thibet;M;50;;
1322;ACC0387;EL-B4872;Parnassius;Parnassius;jacquemontii;himalayensis;Thibet;M;50;;
1323;ACC0388;EL-B4872;Parnassius;Parnassius;jacquemontii;himalayensis;Inde;F;50;;
1324;ACC0389;EL-B4872;Parnassius;Parnassius;jacquemontii;himalayensis;Thibet;F;50;;
1325;ACC0390;EL-B4873;Parnassius;Parnassius;apollonius;alpinus;Kirghizistan;M;50;;
1326;ACC0391;EL-B4873;Parnassius;Parnassius;apollonius;alpinus;Kirghizistan;M;50;;
1327;ACC0392;EL-B4873;Parnassius;Parnassius;apollonius;alpinus;Kirghizistan;F;50;;
1328;ACC0393;EL-B4873;Parnassius;Parnassius;apollonius;alpinus;Kirghizistan;F;50;;
1329;ACC0394;EL-B4874;Parnassius;Parnassius;honrathi;honrathi;Ouzbékistan;M;50;;
1330;ACC0395;EL-B4874;Parnassius;Parnassius;honrathi;honrathi;Ouzbékistan;M;50;;
1331;ACC0396;EL-B4874;Parnassius;Parnassius;honrathi;honrathi;Ouzbékistan;F;50;;
1332;ACC0397;EL-B4874;Parnassius;Parnassius;honrathi;honrathi;Ouzbékistan;F;50;;
1333;ACC0398;EL-B4875;Parnassius;Parnassius;apollo;apollo;Norvège;M;50;;
1334;ACC0399;EL-B4875;Parnassius;Parnassius;apollo;apollo;Norvège;M;50;;
1335;ACC0400;EL-B4875;Parnassius;Parnassius;apollo;apollo;Suède;F;50;;
1336;ACC0401;EL-B4875;Parnassius;Parnassius;apollo;apollo;Norvège;F;50;;
1337;ACC0402;EL-B4876;Parnassius;Parnassius;behrii;behrii;USA;M;50;;
1338;ACC0403;EL-B4876;Parnassius;Parnassius;behrii;behrii;USA;M;50;;
1339;ACC0404;EL-B4877;Parnassius;Parnassius;phoebus;phoebus;Russie;M;50;;
1340;ACC0405;EL-B4877;Parnassius;Parnassius;phoebus;phoebus;Russie;M;50;;
1341;ACC0406;EL-B4877;Parnassius;Parnassius;phoebus;phoebus;Russie;F;50;;
1342;ACC0407;EL-B4877;Parnassius;Parnassius;phoebus;phoebus;Russie;F;50;;
1343;ACC0408;EL-B4878;Parnassius;Parnassius;smintheus;-;Canada;M;50;;
1344;ACC0409;EL-B4878;Parnassius;Parnassius;smintheus;-;USA;M;50;;
1345;ACC0410;EL-B4878;Parnassius;Parnassius;smintheus;-;Canada;F;50;;
1346;ACC0411;EL-B4878;Parnassius;Parnassius;smintheus;-;Canada;F;50;;
1347;ACC0412;EL-B4879;Parnassius;Parnassius;bremeri;bremeri;Russie;M;50;;
1348;ACC0413;EL-B4879;Parnassius;Parnassius;bremeri;bremeri;Russie;M;50;;
1349;ACC0414;EL-B4879;Parnassius;Parnassius;bremeri;bremeri;Russie;F;50;;
1350;ACC0415;EL-B4879;Parnassius;Parnassius;bremeri;bremeri;Russie;F;50;;
1351;ACC0416;EL-B4880;Parnassius;Parnassius;sacerdos;-;Suisse;M;50;;
1352;ACC0417;EL-B4880;Parnassius;Parnassius;sacerdos;-;Suisse;M;50;;
1353;ACC0418;EL-B4880;Parnassius;Parnassius;sacerdos;-;Suisse;F;50;;
1354;ACC0419;EL-B4880;Parnassius;Parnassius;sacerdos;-;Suisse;F;50;;
1355;ACC0420;EL-B4881;Parnassius;Tadumia;acco;pundjabensis;Thibet;M;50;;
1356;ACC0421;EL-B4881;Parnassius;Tadumia;acco;pundjabensis;Thibet;M;50;;
1357;ACC0422;EL-B4881;Parnassius;Tadumia;acco;pundjabensis;Thibet;F;50;;
1358;ACC0423;EL-B4881;Parnassius;Tadumia;acco;pundjabensis;Thibet;F;50;;
1359;ACC0424;EL-B4881;Parnassius;Tadumia;hannyngtoni;-;Inde;M;50;;
1360;ACC0425;EL-B4881;Parnassius;Tadumia;hannyngtoni;-;Thibet;F;50;;
1361;ACC0426;EL-B4882;Parnassius;Tadumia;szechenyii;szechenyii;Thibet;M;50;;
1362;ACC0427;EL-B4882;Parnassius;Tadumia;szechenyii;szechenyii;Thibet;M;50;;
1363;ACC0428;EL-B4882;Parnassius;Tadumia;szechenyii;szechenyii;Thibet;F;50;;
1364;ACC0429;EL-B4882;Parnassius;Tadumia;szechenyii;szechenyii;Thibet;F;50;;
1365;ACC0430;EL-B4883;Parnassius;Tadumia;hardwickii;hardwickii;Inde;M;50;;
1366;ACC0431;EL-B4883;Parnassius;Tadumia;hardwickii;hardwickii;Inde;M;50;;
1367;ACC0432;EL-B4883;Parnassius;Tadumia;hardwickii;hardwickii;Inde;F;50;;
1368;ACC0433;EL-B4883;Parnassius;Tadumia;hardwickii;hardwickii;Inde;F;50;;
1369;ACC0435;EL-B4884;Papilio;Druryia;antimachus;-;Côte d'Ivoire;F;60;;
