id;view;coord0;coord1;coord2;coord3;coord4;coord5;coord6;coord7;coord8;coord9;coord10;coord11;coord12;coord13;coord14;coord15;coord16;coord17;coord18;coord19;coord20;coord21;coord22;coord23
ACC0008;D;12.29502704;-2.023795136;18.04184226;0.780524495;-8.782536079;6.166890835;5.450101812;-19.20010622;-5.6075301;7.858669649;2.650997896;3.40609027;-0.091162732;-3.230037076;2.604222822;-1.908483268;9.596149128;1.99418907;1.774300014;-1.465405617;-1.17657769;-3.575086096;-1.442566076;-1.054679873
ACC0008;V;14.15123967;-0.206308809;17.30250458;3.974140793;-5.317598302;4.660735148;3.705852822;-18.70137267;-1.17514702;8.806678778;5.089254848;6.255826048;2.061566026;-5.449276878;1.629229461;-0.146977505;8.535908675;2.840187838;0.373413826;-2.32043952;-0.276529512;-4.19493293;0.435960944;-0.017239728
ACC0009;D;15.31404073;-3.71694744;18.65671288;2.820673727;-5.502064394;4.740988057;3.970762244;-18.51254349;-4.169798109;8.158085689;4.09941895;4.732297244;2.507092782;-4.437577934;2.760404446;-0.642587668;9.898824237;2.77017349;1.672989897;-2.060254868;-0.602493865;-3.698601052;-0.095946155;-0.285478728
ACC0009;V;17.03878147;-2.933184649;16.25269183;3.954262968;-2.714106363;5.245008713;1.961538001;-18.00996963;-2.259396509;9.018927681;6.028482798;7.236614485;3.341850313;-6.293469785;2.273471359;-0.640514913;8.218614316;3.631694461;0.747832696;-2.832720397;0.606886629;-4.626462362;0.839548658;-0.234028978
ACC0010;D;22.37065182;-12.64570022;4.290133407;2.237997862;-5.176115653;7.619722737;0.979560441;-14.21662283;2.603348916;9.947395411;5.408816754;1.243617978;5.490552532;-5.85658838;2.660270438;-1.467948928;10.31440087;9.290361505;2.470289129;-4.443190583;-2.82067777;-2.558902186;1.041631411;-2.406287564
ACC0010;V;24.48896673;-11.82712624;3.867400915;2.258991261;-3.705938538;4.072016865;0.642159115;-12.90980151;4.739500054;10.55877424;5.73312111;2.956742899;7.989346263;-6.291483998;1.123300694;-1.435159235;9.663791501;9.06834613;1.259902312;-5.187436036;-1.788537215;-2.190668265;2.033701438;-0.23833263
ACC0011;D;22.40320798;-12.91362678;4.091221547;0.660083702;-5.137161934;8.376481934;1.840788118;-12.76842253;3.87745375;10.20026569;4.796706035;-0.00188325;4.654444539;-4.651178361;1.267619305;-0.995720284;10.41955395;8.330466845;1.477153154;-7.039612265;-3.328263631;-2.079131159;1.31918354;-2.84425639
ACC0011;V;24.70659854;-13.82346702;2.359988838;-0.707241528;-6.768617928;7.773943263;1.676625178;-11.96141236;3.175778264;8.426830282;4.539746199;0.707610106;4.992896902;-5.511958013;1.788395305;-0.91722902;8.525088294;7.841760492;1.999507965;-6.666070414;-2.641612507;-1.131616766;1.131382089;-1.400629104
ACC0012;D;-3.716699723;17.71681869;-11.4906061;-3.95733705;-5.495122839;-3.598308186;5.467211227;-8.65592806;-8.267260483;-7.932316385;-16.67230879;-7.932077046;5.850079641;-4.732101352;-7.721991608;-7.910258084;7.853279513;-4.474724125;-4.895345209;-2.722856859;-1.853598326;-5.226397136;0.948285392;3.963253243
ACC0012;V;0.876778679;23.20343604;-14.62492972;-4.399352141;-3.406185354;-7.752873831;5.498469923;-7.914115107;-10.62991663;3.518812053;-12.28632949;-4.558271639;-0.022892636;-0.320192387;-11.03803432;-5.28953112;4.864359651;0.694309283;-0.817170584;-6.057802408;-1.69256544;-4.820632705;2.498143767;5.394830978
