coord0;coord1;coord2;coord3;coord4;coord5;coord6;coord7;coord8;coord9;coord10;coord11;coord12;coord13;coord14;coord15;coord16;coord17;coord18;coord19;view;id
-14.28860533119406;19.072841655324215;-4.712154556512888;5.835563211596937;2.356398577753224;9.108481096300022;12.045656002613162;-2.958830022369263;-7.285358575580811;-3.6587496981699656;3.3875702543219153;-1.8963769102250025;9.636368631080856;-4.5554836758402875;-3.286697469505881;2.0141575474078324;1.9890010913925882;1.479324616235132;-3.221262603847284;-1.433500604937211;D;ACC0002
17.791143013570707;23.095744351652428;0.10756535838506501;-25.938275626051155;14.08870208868411;-9.32749996106664;4.228438523830996;8.442088247122935;-5.218792357378008;4.866784775468103;0.16673833897340548;-15.942964611879447;-12.120351854644328;-4.899489416453777;-2.637653510587095;-1.4311654141053802;5.100992347243548;-3.171602291167508;-0.186992689181066;-0.4334618721372531;V;ACC0002
-12.808365223311704;12.908435845173745;-18.456024560244863;1.4419374256895263;-17.980295581728853;7.80544664997423;-8.170444933635896;-2.5579331611551384;-4.1700705827740565;0.4459240210724061;-9.267746937988614;7.446893825862616;-1.3585748708990222;6.981375374913011;-2.1493378428907564;-7.937237960757784;2.2720385715738485;1.9820595848502955;1.3594074058576673;2.0594746272516598;D;ACC0005
0.13303335515500847;33.30720471400615;-3.0629199699575893;-2.11910493958947;2.6989514834231394;3.8529182951805314;-0.11114725419637328;11.56417908607854;-2.4638016346583904;2.112683861239954;1.1740788706372036;6.145984390572683;7.857302606359753;8.424992628634888;-3.2573449811500206;-2.464444339345137;1.9114765567581993;-2.816275731462152;0.1468682660129396;-1.6319123415708157;V;ACC0005
-15.561915696960442;11.934898242228645;-15.55690421842366;5.012703474022544;-15.526093886722894;4.91185442905747;-1.7732244182067687;-7.422007795729077;-2.6562283482819207;4.739313505616163;-7.120862848306215;6.036873554573381;-2.1197940262823334;5.332150427716934;-0.9662303352719721;-2.094064505170915;4.9215978436879;0.8279528610137388;1.635585046322468;-1.655941825322951;D;ACC0006
-1.6630828153219412;31.762892823519454;-5.404189730712489;-0.7092834123185556;0.14731305885383936;2.8367766490271853;-2.2118049751964035;11.356272999250741;-2.6082661987366835;5.242068977634256;-1.273428916108351;8.995199788045605;8.226627630628759;10.489790083505497;-4.149734171016158;-2.485701006925743;0.7027469243429681;-2.081404121917307;-0.8514775164774562;-1.506903992681623;V;ACC0006
-15.49818562337576;16.63341382148137;0.19414059442924342;16.00829495413872;-2.019013286424775;1.338714370325093;2.6634176077060308;-6.434979077626536;6.185241311486097;5.625358235191479;-6.803435314607475;3.475945461517437;2.316649618861456;0.09601396941672992;-0.7796595882363113;2.2218208966286404;2.567675582403719;1.3887361657605255;-4.706994560362331;2.612155213754014;D;ACC0017
16.19058199350458;9.977165686985296;20.14765694133649;-3.006298486850395;-7.738379971137163;-5.113019870109394;-10.951173340450861;-6.089261902435704;1.4482254058669188;-3.4637512367170493;17.346791605447752;3.2455801035040803;-0.6002216405453811;-0.06546549962693808;-4.295281581975231;-0.0780483518217757;-8.940861173576886;5.215210341761075;4.115052853429106;0.017853724163356566;V;ACC0017
-20.004617764876322;5.01209676671432;-5.139021229284055;11.528032297478626;-2.246307225800149;-1.9896115877387086;11.245564012932164;-11.776565603087645;-0.39549700620757694;9.514842661151514;-0.28922224431997134;1.4853336604178544;-5.415845523330056;-3.6808483760837456;-1.3292870746788117;6.002880730817205;0.1587189349798109;3.4705909385164104;2.3763865458488795;-2.0694109550191273;D;ACC0019
-11.659218115528924;24.180810692285103;-1.600445169617488;11.39794488373501;2.4916688062902463;1.878663464837046;4.5492213837627915;-0.7744052272936276;2.3194013314690767;4.954897487589334;-5.56015197392321;7.330750584874224;6.12137134542582;0.8767420798688128;-2.438621683704455;1.9048238613551065;1.6418246426476497;-0.7777423897643455;-2.7453683159797153;2.4338486856816277;V;ACC0019
