id;view;coord0;coord1;coord2;coord3;coord4;coord5;coord6;coord7;coord8;coord9;coord10;coord11;coord12;coord13;coord14;coord15;coord16;coord17;coord18
ACC0263;V;23.68471648;-2.322768525;15.79067548;-12.18144075;-22.092526;5.680296538;-8.701915188;5.363140077;4.809894166;-9.737331881;-3.09326561;-0.177023324;5.195154913;-2.117384708;5.071814829;-7.086626808;0.874613624;1.353494863;4.60540684
ACC0264;D;-2.368797767;-8.568031197;-1.004732077;-2.75397284;-6.794921753;-1.422764157;10.16350746;-1.768230289;3.486588341;1.43125128;0.686832578;-1.438365776;-4.219466531;3.388814487;0.347811696;-3.444155365;1.831715732;-0.496333539;-0.725748528
ACC0264;V;32.84872932;0.820893937;-11.01600864;-5.728663454;-6.726323998;-0.853130145;16.87670723;2.619636945;-10.30126419;-6.410737518;-8.036700664;10.28732231;-1.342434428;11.72964568;3.904925357;-9.400216428;-2.423402274;-2.252060943;-0.100788781
ACC0267;D;-3.667369464;-6.298037443;0.998747743;-3.187096237;-6.267462383;-2.58500359;10.86654898;-2.801581913;3.567481047;2.117673693;1.376678776;-1.889240654;-4.372431273;3.511362382;0.705476574;-2.376077983;0.844372377;-0.862208624;-0.724099822
ACC0267;V;25.25627322;4.117793946;-12.6068195;-7.384633581;-9.506759008;-1.215929408;14.98241895;0.696448873;-4.54023767;-5.313726395;-6.805861016;8.384711124;-1.252275428;10.74004466;2.169728547;-7.715128372;-3.126541574;-1.092971245;0.137313066
ACC0297;D;22.86686172;-37.1833844;-15.48949786;15.04623765;2.31999881;0.47879385;-0.563991921;15.96856546;1.247044635;0.40056164;6.136530004;1.166008622;-2.548852358;-1.895522566;-3.705242811;-8.098694199;-3.671077765;2.107125231;-1.727696965
ACC0297;V;37.1941872;-31.57991259;-19.75151579;0.631358799;8.562777964;-2.129261284;-8.188949291;12.17567977;-5.982585958;7.329283449;-1.423232423;6.069687003;-3.554394155;3.540465327;-0.506533766;-0.074858006;-2.571516739;-3.48584311;-4.533572263
ACC0298;D;43.43533086;-24.18402907;-2.965370463;3.144747279;-5.807350657;-9.364558653;-3.79283822;9.483893853;-6.894347304;-0.422954707;-8.290322938;-3.546192602;1.317701575;-4.033890874;-0.259553368;0.420276046;1.883375032;-5.937563266;0.291737568
ACC0298;V;78.81508197;20.57029678;22.11278789;6.97448876;14.16228001;-15.50753466;-3.917006911;-17.19227377;-1.264061496;-18.83331139;12.41834097;-3.486275491;-11.75508682;-4.730997762;-6.016549417;-4.785910528;3.010540317;-0.202599117;-0.374330313
ACC0301;D;20.3827582;-21.641205;-13.40537104;-6.086732403;-2.147375459;-5.729741352;-8.052022753;1.823039745;2.545463364;12.26090959;-0.808247702;0.915438572;2.677873756;0.89920996;-1.093410921;-2.621050652;0.907962018;-2.734451475;-0.02463965
ACC0301;V;67.96184891;38.78625403;-3.136431787;4.686534805;20.00041813;-22.39145666;4.670110688;-25.84056967;1.125421741;-5.768495308;25.37923782;22.75521106;-10.41349396;-8.939220057;9.798877421;-3.493754003;-12.30658112;13.49251965;-7.355488161
ACC0302;D;36.4418725;-6.643490254;-10.98134506;-7.829464062;-2.769933156;-19.89254971;-5.527771298;-3.527827603;1.074258728;5.835299315;-4.088699068;8.917334107;1.160799888;-1.096952075;-1.28679956;-0.59112975;-0.317562285;-4.355810327;0.791701761
ACC0302;V;59.9537251;3.877441377;-10.13169609;-9.208971506;15.16570755;-16.89496961;-4.589745829;-12.27175361;-6.009196954;-1.412463873;2.102594308;12.91439446;-4.289581159;3.575806115;4.384409974;5.79031326;-9.371461208;2.506504183;-2.814020806
ACC0318;D;14.07528353;-26.99958755;-16.48457976;19.59041577;-3.382830237;-7.422012376;4.950244742;7.704859045;3.422640242;-2.359699173;3.004951952;4.052137677;3.940485326;-4.024126764;-5.425000159;-4.960685158;-0.755850348;1.370657423;1.174117859
ACC0318;V;60.33716989;-6.813954142;-15.96438865;-4.803106313;16.50821128;-18.27921803;-8.28705245;-7.487221892;-8.380889341;4.915742907;-4.654537592;11.00821565;-2.410737152;1.419824996;6.967301879;16.78313455;-8.54196464;1.013551031;-1.282111906
ACC0320;D;20.91749855;-27.50056375;-9.66824672;1.958128775;-7.818398571;-5.568969477;-7.586345573;6.930248756;3.315498256;7.215191779;-0.436203093;-2.864717442;4.465573392;-7.294253414;-1.937511343;-0.267611774;1.937434723;-1.108143574;-0.758630792
ACC0320;V;55.43163204;34.33519373;-11.55339031;3.401675014;-2.406590308;-19.50019534;-0.711387334;-15.65032794;-4.695329051;-6.128229066;12.24586584;0.854001956;2.822555981;-2.116821151;-0.169337603;7.655086443;-14.03497502;-0.100479173;-4.459757983
ACC0324;D;13.85557547;-22.78968143;-9.421629212;6.378912994;-8.644721929;-10.393938;0.033788827;4.007766497;4.168851854;5.784972424;-0.776628106;1.72745345;5.639251063;-7.422568768;-2.272481577;-2.00713887;4.088755562;-2.5989807;1.43671202
ACC0324;V;44.67119529;-4.677344846;-11.75479718;-16.14233851;4.63448492;-14.49601626;-9.408528124;-5.591208291;-7.339462419;11.76873678;-8.035707556;3.908801755;3.641147067;2.969450869;2.071090239;7.580294213;-1.380775256;-4.056116514;0.023191313
ACC0326;D;15.10989083;-23.32994323;-17.92385131;-4.912007577;1.666436835;-2.008648047;-18.65326312;3.088818503;4.497754504;14.41169726;2.965489672;2.707777992;5.55736135;-0.492365549;-2.895694643;2.162032141;1.487781039;1.580823024;-3.065598742
ACC0326;V;37.92726623;-13.23536528;-21.91683578;-15.37690016;12.8273045;-6.177766168;-27.25476941;-3.265400085;-5.455816264;22.66340399;-2.857575395;8.566176965;11.71624725;3.66484776;3.446296115;14.36935706;-3.941131661;2.792322748;-4.372852943
ACC0331;D;31.30703785;-8.864936056;13.81314711;-17.17222456;-16.03037839;-7.182797532;-14.98170661;3.144479893;1.773356568;7.738384425;-4.189232505;-9.348418049;7.601909597;-5.363420727;0.910348936;-3.717654307;4.569214096;-0.312571611;1.677572019
ACC0331;V;73.16971778;26.4462164;27.67560498;-1.957669443;10.74948922;-9.848576577;-16.08696449;-11.93963676;5.389847754;-10.94866084;21.82822303;-4.67371446;1.697587036;-0.916632233;-13.34901135;-11.79341937;8.164688139;3.697713526;-7.120931919
ACC0333;D;27.11912598;0.29083046;-2.833496853;-18.32844246;-11.74842004;-4.724209981;-6.54371956;-3.33724743;2.68958958;4.148148567;-2.544380021;-2.243866942;6.304639583;4.948995251;-1.844824758;-2.877357824;-3.929280032;0.269684097;0.093300025
ACC0333;V;44.68341147;1.208195264;0.819893266;-18.93730513;-3.242208888;-4.366250256;-15.47285022;-0.696140456;-2.674010064;3.542061757;1.061360453;-3.456377546;8.072332601;9.214506347;-1.729850656;-1.910807971;-3.012525446;1.007961281;-2.285213004
ACC0370;D;33.13887888;-27.14193212;-14.18517248;4.036019847;-1.870267022;-10.5942337;-3.234509428;7.885767649;-2.128788983;6.113843793;-2.802129818;2.28151713;1.160895391;-3.223798971;-1.910389199;-1.307701249;-0.752964835;-4.087102892;0.575528749
ACC0370;V;58.94885995;-15.978874;-3.301561609;-8.928780431;17.84928352;-8.056207023;-4.854667598;6.651125463;-15.27671323;-0.959201813;-10.55962556;5.539229343;-7.742684178;10.5077967;8.100765658;2.508805358;2.977067709;-6.683419165;-3.610785127
ACC0373;D;23.51045956;-30.22472902;-7.957774695;2.53860453;-4.017130293;-5.891549421;-4.273400436;9.928980971;-0.997431404;7.781270523;-0.323119924;-1.32309404;1.892443754;-3.234024653;0.010350829;-5.141691999;2.57372133;-1.748351458;-1.068409339
ACC0373;V;66.8811149;-7.792986467;10.02427456;-4.809683239;13.74559127;-12.91760374;-12.13810578;3.381612761;-15.63951123;-1.319932121;-12.04281817;-7.974461653;-1.943896016;3.417572616;3.078719765;8.574966946;8.815852544;-9.439678075;-3.307845312
ACC0378;D;22.15243021;-28.87717063;-11.87871609;11.39067919;-4.798988138;-8.374933055;3.507208767;8.142429193;2.094317944;2.652122607;0.593320475;1.061432594;0.573578173;-3.754759283;-2.556972198;-7.068898946;0.080164323;-1.25676042;2.908276442
ACC0378;V;79.14246823;9.158694601;13.11633491;17.48920056;11.73277494;-15.52072917;6.585338444;-14.18552129;-9.619499679;-21.08997779;0.47799498;-4.671135177;-17.07436927;-8.731326293;-0.950159383;4.122431994;1.108840642;-4.322835081;5.776724989
ACC0379;D;20.66987088;-34.06214374;-15.56814185;17.19329103;1.049777647;-2.705844559;4.692238253;13.4564126;1.838587132;0.273791467;5.879555792;1.068142487;-1.483438475;-2.382765298;-4.757352985;-9.137679113;-3.167743425;1.903546537;-0.0400292
ACC0379;V;45.22613063;-29.24261827;-19.55508479;3.602256302;10.02341474;-4.790017764;-10.27970529;8.612292562;-6.583161049;4.655648363;-1.677115801;4.737686759;-1.683990802;3.116312286;0.977435114;6.300532929;-5.57568408;-0.707455114;-3.724110114
ACC0380;D;26.25158473;-25.79306722;-8.339566189;-3.587617723;-4.904536179;-7.328420104;-5.96681248;4.715727415;1.803399521;10.66911947;-1.962621093;-2.888521434;1.256326287;-2.853545614;-0.201536651;-3.774269485;1.458515945;-3.102951271;1.588129129
ACC0380;V;86.23790956;0.47611352;28.85910931;-3.68090015;49.03154716;5.045992951;7.004286235;10.62566093;-4.154244399;-9.540003371;-16.00340795;-11.4423659;-10.79799301;13.22765282;7.958630259;3.432455742;9.185264859;-9.113789789;-2.621068493
ACC0381;D;27.86349889;-29.70969347;-17.41595533;11.30729703;-1.504461449;-5.296276743;-0.717074015;10.29157019;-0.861585581;0.478683798;1.009044593;2.861143534;1.257584932;0.279253742;-2.664928823;-3.454743184;-2.354030415;1.234541642;-0.967597195
ACC0381;V;47.81474527;-16.10577176;-12.38515852;7.953427407;-2.030834495;-19.99109362;-5.373852947;-1.445386335;-3.81861874;3.219256246;-6.274378835;4.096201376;-0.30108708;-8.621805928;-2.728597184;8.590684537;-2.721788783;-4.340491492;2.354346973
ACC0382;D;32.87662902;5.31852914;10.37938036;-18.46330311;-15.93915122;-8.95955777;-14.42578905;0.45919652;1.631641657;2.950575108;-0.11198026;-3.053503626;11.47566603;1.260260781;-2.834792432;-4.804605438;2.047022363;1.204689174;0.332757939
ACC0382;V;40.17328511;7.761944826;11.24664851;-19.49471643;-10.35030152;-9.638383976;-19.79534971;-0.748092239;0.735162039;5.098939515;1.476507299;-7.567931853;13.51429539;2.952436229;-6.063716121;-3.033509862;2.738314988;1.619888311;-0.521979388
ACC0383;D;25.97024378;-5.106298704;6.391150705;-8.704574298;-17.62125536;-15.28702104;-4.783775697;-0.15947687;3.930101862;5.03931356;-3.752412317;-3.078690382;7.597002075;-5.756477754;-0.883157984;-2.007070909;4.877014756;-1.327468507;2.507084817
ACC0383;V;66.56294094;42.04368403;15.22115389;28.69394194;-7.291443894;-22.14927262;-9.71930042;-18.17888003;5.240980011;-11.40917364;23.01949805;-3.932620918;-7.221214185;-13.71434257;-5.156256318;-3.591774925;4.183236752;3.238629778;-0.875264698
ACC0384;D;16.01671264;-16.72667376;-6.671760289;-6.672607465;-7.927179679;-9.192868956;-8.09251731;-2.195132332;6.877838917;12.81138213;0.019387219;-2.599835544;3.210532915;-5.533697067;-2.996273791;0.042819143;0.935932077;-1.983803353;1.667804382
ACC0384;V;33.9250932;15.07166183;-21.38336721;-12.78595108;-2.915199029;-11.42980937;-7.688597665;-14.77317855;1.78949601;6.430997932;1.30609052;0.96810195;12.64542522;5.146787464;-1.90795289;10.66478026;-14.49531832;4.365222367;-3.646782869
ACC0385;D;16.6375758;-7.159464464;-5.465814515;-4.057720259;-15.82819068;-10.63673161;-1.947659308;-1.140583437;8.251520127;5.261414248;-2.159117298;-1.783407359;7.479561183;-2.553631236;-3.232973445;3.089034202;-2.326423034;0.458770226;2.113339797
ACC0385;V;68.02022878;36.19042605;28.61645987;4.163901035;-3.640413016;1.897733512;-13.86980373;-9.161094622;0.187291751;-7.648494902;20.37577349;-14.39526333;7.101587659;-0.256353576;-16.69046414;-8.031738332;4.594770541;-1.505785668;-6.428028006
ACC0387;D;29.01982639;-32.08935781;-13.01656087;9.854040576;-2.872886451;-7.759877392;-2.564480908;10.68196375;-0.775586572;3.676744202;-1.279138418;0.952293454;0.436213561;-7.445074305;-2.862941432;-2.515915541;0.523893902;-2.40511621;0.605801993
ACC0387;V;72.66838767;0.140174893;12.42106961;-5.352309878;20.6452488;-23.42285452;-3.608662776;-7.913896667;-7.447889034;-3.973874454;-2.417121843;1.593934648;-13.0318398;-4.903541266;3.585213592;2.725597531;5.706098006;-1.813042105;7.310611531
ACC0388;D;29.77559821;-17.34356915;6.99226337;-7.03694415;-14.50153494;-8.364730936;-6.782259135;2.96123788;1.757552173;8.992983126;-4.297119474;-10.44589721;6.375932763;-5.990807016;0.351287262;-1.110243172;4.389341235;-1.237439785;3.706899432
ACC0388;V;59.90708723;2.875262003;20.90621693;4.030265308;-7.94798045;-12.00272116;-15.97552635;-4.109272332;-3.161115694;-6.888514783;-4.676240997;-14.82724359;5.600755453;-4.625855874;-5.665679208;-0.546195479;10.68060655;-1.569853793;1.573420501
ACC0389;D;32.7267735;-22.19100578;-6.135204348;6.445126488;-10.6251848;-12.75975645;-1.65853527;6.797814735;0.705914363;-0.335577942;-3.098772053;-0.990718262;3.243250286;-7.137144731;-1.35038163;-0.465022261;0.783796379;-2.611114797;2.080099259
ACC0389;V;58.66996752;24.62278986;4.010100071;15.91262766;-13.13875589;-18.42716447;-9.604478128;-12.38792544;-1.751823293;-10.37251589;10.36551894;-4.133642151;4.479507352;-6.148336268;-6.779452328;6.272801002;-1.787883717;-0.410778502;-0.963950179
