id;view;coord0;coord1;coord2;coord3;coord4;coord5;coord6;coord7;coord8;coord9;coord10;coord11;coord12;coord13;coord14;coord15;coord16;coord17
ACC0185;V;-17.91909845;1.92502714;3.165025178;2.835798228;4.303698187;-5.24754662;-4.555387984;1.375047971;5.709553002;0.638330038;0.058522168;-4.255833256;-0.798949268;3.674573421;-1.27550136;-1.049533541;-1.519957856;0.393569891
ACC0186;D;-23.28392235;2.162620518;10.57802271;4.313351452;7.018797812;-5.921713904;-2.231035605;-2.817530527;6.602946263;-2.045434151;-1.930979437;-2.253182937;5.197055104;2.084918041;2.316807522;-0.950306092;-1.37985694;1.954056753
ACC0186;V;-18.02169318;9.207317958;-3.948165876;-3.777865471;4.618229339;-3.728536106;-0.319232945;1.358393004;3.071983191;0.193078596;3.945936932;-2.796539373;-4.97892267;2.842282891;-6.051899441;-2.786490037;-0.736943108;-0.363449564
ACC0192;D;-19.38939664;-4.747726882;4.59104683;4.025026049;7.273819141;0.438812386;-3.068386608;2.553912549;3.082649391;-2.720451065;-2.111011918;-2.915538369;2.245179338;3.739024564;1.622884482;-0.176464424;0.094511624;-1.153222424
ACC0192;V;-13.31657376;-5.751445582;8.043577784;-2.750099146;-4.013372084;1.353230088;-0.294049142;4.51445828;0.807880578;1.469906852;0.660440287;-1.379494684;-2.329371299;0.2276725;3.527245358;-1.22572102;0.370488095;-0.827640417
ACC0195;D;-16.71725976;-6.442807575;5.516291687;-0.621114699;0.22964211;2.786302578;-0.261954982;4.094698348;0.476883959;-1.081483979;-0.164226181;-0.833052344;-1.028245468;0.658718557;2.862665508;1.369841381;1.280161825;-1.18082044
ACC0195;V;-12.13202383;-5.034009799;8.906628639;-5.644125088;-7.690692787;2.623279171;5.07423829;5.103893828;-0.208788061;2.623293155;0.897022329;-0.816133445;-1.939176119;-2.710070381;5.23051096;0.301691658;1.13399383;-1.171221273
ACC0207;D;14.95270646;-3.644488944;-15.91603488;-22.73091829;1.746367419;25.11885357;6.604268978;1.799142992;11.82779578;3.555771809;-4.989908044;2.954739697;1.151570427;-5.235644903;1.250518236;10.27078682;-5.910568515;3.325081189
ACC0207;V;41.09047977;38.59091149;0.896381775;-7.231182526;3.394573151;37.92221976;-35.52500546;-10.73794354;30.76807598;5.703138641;-20.23903787;-8.064442572;-2.339020676;-23.51040205;-7.202146283;-5.490962159;8.819414644;-13.09837413
ACC0208;D;34.09956395;11.59742102;-17.10342204;-29.22937714;19.04019647;36.25218043;7.159697702;2.117571577;31.34054204;13.98168278;-13.52795096;12.94424437;8.945139309;-14.30906665;2.934737794;6.942487893;-16.81835026;0.440085076
ACC0208;V;44.9261134;45.30905066;-4.916449168;-11.46921595;16.07052912;41.5061652;-30.8059147;-4.252013443;34.66955511;14.91981436;-27.21843131;-7.529514107;3.9680321;-22.24202343;-8.252018824;-13.15798151;9.613231988;-13.24336792
ACC0209;D;20.47107167;-0.578123509;5.085782811;-22.50869103;-12.9983026;22.82028173;16.87098711;-0.659863107;6.376835388;2.488824179;-4.531209718;-7.752684312;3.044446968;-9.701992372;4.100518201;6.955555725;-4.777553988;2.641095901
ACC0209;V;42.46006897;25.50174925;2.261579901;-20.80124084;1.125379307;32.91486913;-12.79848562;1.140692559;19.24294388;-0.717820928;-13.79826893;-1.085155956;7.042300777;-13.45215477;-4.378752476;-0.565081861;-4.843514978;-6.926376127
