id;view;meanb;Ant;Post
ACC0266;V;0.263715128;0.257209589;0.272125373
ACC0267;V;0.272447362;0.257349305;0.288052366
ACC0297;D;0.145680516;0.155371407;0.130799531
ACC0297;V;0.164164313;0.17241727;0.156069103
ACC0298;D;0.204311097;0.232058;0.157420793
ACC0298;V;0.279154639;0.301068746;0.256391091
ACC02;V;0.14697399;0.147887585;0.14581996
ACC0302;D;0.234621026;0.264994976;0.177944607
ACC0302;V;0.304930546;0.337344869;0.269834878
ACC0320;V;0.25632462;0.307757728;0.210819863
ACC0326;D;0.171551532;0.187410005;0.146923138
ACC0326;V;0.229859136;0.22156898;0.236416409
ACC0333;D;0.148078641;0.154504022;0.138621322
ACC0333;V;0.177533749;0.20096399;0.156629894
ACC0370;D;0.19850941;0.232165761;0.151252411
ACC0370;V;0.356216435;0.400477743;0.319624669
ACC0373;D;0.228927672;0.243260687;0.209039665
ACC0373;V;0.371115898;0.389567264;0.355246951
ACC0378;D;0.185864116;0.21969708;0.137667496
ACC0378;V;0.277354724;0.340884252;0.219387372
ACC0379;D;0.182719582;0.211592518;0.137448335
ACC0379;V;0.227693666;0.28531336;0.177908333
ACC0380;D;0.308899953;0.335090149;0.269891155
ACC0380;V;0.515432764;0.562603186;0.470299402
ACC0381;D;0.317541477;0.35162664;0.264702911
ACC0381;V;0.470601258;0.522727164;0.419129143
ACC0387;D;0.268402512;0.296342321;0.225965442
ACC0387;V;0.399183568;0.464450686;0.339454933
ACC0388;D;0.179450674;0.207185331;0.133505808
ACC0388;V;0.241854264;0.257201374;0.227157867
ACC0389;D;0.294385037;0.334426548;0.234034284
ACC0389;V;0.411854112;0.425401219;0.398328749
ACC0391;D;0.260648487;0.268252335;0.250459143
ACC0391;V;0.456874654;0.480087476;0.43618765
ACC0393;D;0.304847834;0.329608407;0.264295195
ACC0393;V;0.329397742;0.382270184;0.273058016
ACC0394;D;0.291467481;0.314724857;0.256613808
ACC0394;V;0.435341833;0.436174839;0.434513034
ACC0395;D;0.236920098;0.237774912;0.235692799
ACC0395;V;0.367024251;0.363447064;0.370448006
ACC0396;D;0.338000853;0.361611885;0.305295816
ACC0396;V;0.396147328;0.399217803;0.393331785
ACC0397;D;0.384455717;0.401031967;0.358776981
ACC0397;V;0.37142738;0.391584575;0.352215868
ACC0402;D;0.266254438;0.288379523;0.234932585
ACC0402;V;0.435822586;0.488483885;0.381258995
ACC0403;D;0.243855626;0.258773781;0.222941824
ACC0403;V;0.413352509;0.48521229;0.353816882
ACC0404;D;0.226201971;0.241820528;0.202322702
ACC0407;D;0.239027228;0.25500506;0.210432806
ACC0407;V;0.277371489;0.279922893;0.274960901
ACC0408;D;0.285287262;0.308448012;0.251018882
ACC0408;V;0.42294905;0.525647932;0.324021484
ACC0411;D;0.402565585;0.453737963;0.3209659
ACC0411;V;0.417709588;0.45817636;0.374484226
ACC0416;D;0.1959226;0.199848541;0.190348356
ACC0416;V;0.305424172;0.346115358;0.267882336
ACC0419;D;0.280869865;0.301564441;0.245948923
ACC05;D;0.181744206;0.18750484;0.17344134
AP0001;D;0.080793852;0.082209219;0.078185151
AP0001;V;0.141947995;0.128272149;0.154957488
AP0002;D;0.09595459;0.096946106;0.093973064
AP0003;D;0.110198144;0.116956201;0.098421145
AP0003;V;0.168925287;0.178664261;0.158585249
AP0004;V;0.12490238;0.115281394;0.136678538
AP0005;D;0.099334851;0.067384312;0.143407763
AP0005;V;0.113777816;0.107243125;0.121741162
AP0006;D;0.060170218;0.053263274;0.07212018
AP0006;V;0.130056987;0.10431086;0.159999392
AP0007;D;0.061285197;0.056956683;0.068936535
AP0007;V;0.117924065;0.112283524;0.125219934
AP0008;D;0.073321944;0.038428541;0.132901413
AP0008;V;0.080924058;0.061204157;0.106944178
AP0009;D;0.06575274;0.063194717;0.071419519
AP0009;V;0.138848055;0.124010113;0.156080155
AP0010;D;0.084801191;0.045890277;0.147327831
AP0010;V;0.076726505;0.075242389;0.078490274
AP0011;D;0.09324908;0.099561421;0.080523785
AP0011;V;0.120075543;0.126244099;0.112494741
AP0012;D;0.193948845;0.18299608;0.213395852
AP0012;V;0.277549413;0.261291947;0.296955729
AP0013;D;0.224342153;0.234546803;0.20571497
AP0013;V;0.295526163;0.352602201;0.229626434
AP0014;D;0.176612685;0.164307318;0.196477728
AP0014;V;0.207807484;0.23313204;0.179727347
AP0015;D;0.113987041;0.106410977;0.127341142
AP0015;V;0.168957774;0.183942707;0.149634021
AP0016;V;0.173191981;0.174632855;0.171444025
AP0017;D;0.126243318;0.114035097;0.150723562
AP0017;V;0.238558648;0.238664341;0.238449363
AP0018;D;0.1032233;0.085431195;0.125135728
AP0018;V;0.231444477;0.135063186;0.293328399
AP0019;D;0.084003149;0.082575457;0.085861568
AP0019;V;0.138455095;0.114277634;0.156039143
AP0020;D;0.130047192;0.074723926;0.190229736
AP0020;V;0.121549349;0.104972291;0.135122788
AP0021;D;0.127231094;0.109065901;0.148784429
AP0021D;V;0.176515285;0.143481011;0.202011843
AP0021;V;0.176515285;0.143481011;0.202011843
AP0022;D;0.10634353;0.086561815;0.129703478
AP0022;V;0.138025132;0.111094915;0.159613475
AP0023;D;0.285493271;0.286347174;0.284628015
AP0023;V;0.314382014;0.319044184;0.309644123
AP0024;D;0.114513513;0.115687104;0.113004421
AP0024;V;0.172138234;0.173407192;0.170881899
AP0025;D;0.171907476;0.095664547;0.248684469
AP0025;V;0.154091816;0.152703204;0.155101464
AP0026;D;0.227783762;0.081628762;0.374449359
AP0026;V;0.143274273;0.128643335;0.156038145
AP0027;D;0.080146854;0.085088306;0.067387942
AP0027;V;0.117705332;0.12994002;0.101360322
AP0028;D;0.096744162;0.091826732;0.107091289
AP0028;V;0.1207978;0.121891703;0.119226578
AP0029;D;0.099445442;0.095498352;0.108604992
AP0029;V;0.123874538;0.140720075;0.102486539
AP0030;D;0.091103231;0.089713461;0.093651908
AP0030;V;0.100071558;0.110068175;0.088544043
AP0031;D;0.065885938;0.061487486;0.072765709
AP0031;V;0.117517459;0.108435159;0.126871554
AP0032;D;0.154767718;0.162780017;0.143402762
AP0032;V;0.274140254;0.297894068;0.251213253
AP0033;D;0.191986829;0.194934546;0.188258477
AP0033;V;0.321816328;0.321141423;0.322438582
AP0034;D;0.189372627;0.207891488;0.150143616
AP0034;V;0.283580353;0.300383181;0.263469911
AP0035;D;0.13670402;0.149170529;0.117510174
AP0035;V;0.225647942;0.262907607;0.192834886
AP0036;D;0.154416192;0.158289933;0.148520693
AP0036;V;0.200876528;0.205276905;0.196739971
