;id;view;meanb;Ant;Post
250;AP0028;D;0.098998831;0.091826732;0.122925509
251;AP0028;V;0.123530379;0.127347075;0.119226578
252;AP0029;D;0.102231926;0.095498352;0.130632124
253;AP0029;V;0.129234563;0.157668874;0.102486539
254;AP0030;D;0.093069792;0.089713461;0.102163544
255;AP0030;V;0.101628085;0.116398323;0.088544043
256;AP0031;D;0.068641133;0.061487486;0.084574041
257;AP0031;V;0.121469366;0.114479359;0.126871554
258;AP0032;D;0.15972475;0.162780017;0.152949994
259;AP0032;V;0.270701932;0.298671718;0.251213253
260;AP0033;D;0.198784704;0.194934546;0.205866499
261;AP0033;V;0.331369372;0.344537074;0.322438582
262;AP0034;D;0.201050456;0.207891488;0.166347901
263;AP0034;V;0.280661864;0.300407526;0.263469911
264;AP0035;D;0.143090939;0.149170529;0.127316339
265;AP0035;V;0.21440312;0.251047247;0.192834886
266;AP0036;D;0.1559463;0.158289933;0.15039607
267;AP0036;V;0.201715462;0.209508575;0.196739971
268;AP0037;D;0.141907501;0.11475662;0.21093789
269;AP0037;V;0.158607845;0.163620828;0.155251722
270;AP0038;D;0.27672023;0.29470198;0.242030832
271;AP0038;V;0.403805235;0.39564768;0.408336444
272;AP0039;D;0.258968623;0.285142453;0.168947008
273;AP0039;V;0.127537342;0.127122712;0.127913172
274;AP0040;D;0.121692644;0.122460297;0.119073767
275;AP0040;V;0.156617606;0.179946049;0.135094346
276;AP0041;D;0.068925181;0.065610745;0.074512999
277;AP0041;V;0.100340122;0.096684762;0.102125699
278;AP0042;D;0.061997138;0.05712669;0.069446533
279;AP0042;V;0.088238486;0.086217271;0.089261901
280;AP0043;D;0.164708153;0.166743362;0.161269223
281;AP0043;V;0.115436018;0.110903551;0.119793511
282;AP0044;D;0.144059805;0.141237277;0.150100913
283;AP0044;V;0.195429756;0.204877248;0.187501873
284;AP0045;D;0.124079853;0.136764821;0.092762978
285;AP0045;V;0.165691808;0.227547076;0.107914612
286;AP0046;D;0.143372046;0.135223483;0.161545532
287;AP0046;V;0.194268174;0.198289518;0.191236253
288;AP0047;D;0.132653875;0.131391365;0.135358584
289;AP0047;V;0.194032427;0.241741139;0.156739886
290;AP0048;D;0.085285841;0.081757171;0.091875299
291;AP0048Dti;f;;;
292;AP0048;V;0.121430428;0.151893724;0.098046573
293;AP0049;D;0.069235089;0.073178499;0.061536448
294;AP0049;V;0.158360369;0.253253962;0.092957649
295;AP0050;D;0.143376138;0.171843522;0.080202191
296;AP0051;D;0.09277425;0.079983944;0.124160084
297;AP0051;V;0.189075004;0.17723303;0.197676176
298;AP0052;D;0.101339002;0.08662504;0.144492786
299;AP0052;V;0.171994333;0.16237977;0.178694621
300;AP0053;D;0.140170683;0.12352378;0.172878118
301;AP0053;V;0.184363236;0.201944231;0.174282071
302;AP0054;D;0.136282171;0.122197035;0.163021327
303;AP0054;V;0.214933659;0.186092147;0.233133958
304;AP0055;D;0.102294772;0.08225992;0.138418019
305;AP0055;V;0.160941338;0.163343171;0.159443566
306;AP0056;D;0.081542785;0.068340157;0.105638647
307;AP0056;V;0.174968501;0.145733731;0.193885936
308;AP0057;D;0.110748912;0.10322726;0.128172475
309;AP0057;V;0.247870028;0.227650837;0.261574824
310;AP0058;D;0.094610434;0.084467677;0.115960231
311;AP0058;V;0.190789695;0.165812006;0.204178618
312;AP0059;D;0.13353599;0.135106163;0.130498188
313;AP0059;V;0.160777764;0.182701664;0.142889413
314;AP0060;D;0.094774722;0.074647139;0.133210002
315;AP0060;V;0.165259205;0.143558586;0.175878433
316;AP0061;D;0.114704122;0.102640871;0.140623635
317;AP0061;V;0.253447681;0.238887276;0.264056625
318;AP0062;D;0.155423399;0.142009036;0.177223022
319;AP0062;V;0.078430759;0.075198486;0.080662584
320;AP0063;D;0.114490957;0.103132485;0.136941449
321;AP0063;V;0.181928148;0.166834799;0.191641262
322;AP0064;D;0.109696984;0.103541156;0.124003289
323;AP0064;V;0.26700504;0.258300638;0.2733677
324;AP0065;D;0.107068002;0.091606629;0.138410791
325;AP0065;V;0.152807725;0.14540526;0.157913174
326;AP0066;D;0.13552028;0.127402656;0.15119197
327;AP0066;V;0.152081015;0.160957242;0.14425091
328;AP0067;D;0.13089719;0.129150195;0.134309469
329;AP0067;V;0.156183968;0.171919478;0.137423189
330;AP0068;D;0.084884353;0.069412736;0.112726992
331;AP0068;V;0.179435842;0.160131334;0.190363
332;AP0069;D;0.121753442;0.094203501;0.196150287
333;AP0069;V;0.146503366;0.135367808;0.157573838
334;AP006;D;0.142146232;0.130350904;0.183177901
335;AP0070;D;0.214097183;0.182132683;0.293443282
336;AP0070;V;0.303027704;0.255050359;0.34582753
337;AP0071;D;0.145188122;0.145803349;0.143036637
338;AP0071;V;0.310275425;0.323901907;0.296738954
339;AP0072;D;0.148209979;0.132127772;0.200200171
340;AP0072;V;0.18138303;0.157286609;0.202451443
341;AP0073;D;0.179296003;0.159325124;0.229753234
342;AP0073;V;0.218846573;0.204855049;0.228136183
343;AP0074;D;0.05815661;0.046120253;0.122152592
344;AP0074;V;0.094841858;0.088392402;0.104386043
345;AP0075;D;0.110512951;0.105451025;0.133937297
346;AP0075;V;0.15097229;0.16648588;0.12965526
347;AP0076;D;0.064605114;0.053821543;0.11768446
348;AP0076;V;0.091411628;0.087232986;0.098182541
349;AP0077;D;0.173407908;0.154049039;0.218082948
350;AP0077;V;0.228365178;0.217525049;0.235653465
351;AP0078;D;0.066539024;0.054973774;0.105085066
352;AP0078;V;0.153047273;0.109477965;0.212518864
353;AP0079;D;0.363859925;0.399199362;0.268292047
354;AP0079;V;0.412136253;0.497844407;0.352516158
355;AP0080;D;0.33472595;0.336351261;0.330146539
356;AP0080;V;0.453728158;0.456051298;0.452080509
357;AP0081;D;0.099478666;0.092450469;0.113011293
358;AP0081;V;0.155618117;0.178019069;0.142399728
359;AP0082;V;0.155618117;0.178019069;0.142399728
360;AP00;V;0.194268174;0.198289518;0.191236253
361;aporia_crataegi_m_;D;0.261882628;0.27563169;0.23624385
362;aporia_crataegi_m_;V;0.321851434;0.376872958;0.29668914
363;EL38874;D;0.16201019;0.149321803;0.187850686
364;EL38874;V;0.24175722;0.227746532;0.251619751
365;EL38882;D;0.139094758;0.121052243;0.177698209
366;EL38886;D;0.135423847;0.116158126;0.177549127
367;EL38886;V;0.215640815;0.19830857;0.225387414
368;EL3888;V;0.232470997;0.220773828;0.239232379
369;EL38925;D;0.273235773;0.286388112;0.252896055
370;EL38925;V;0.299581363;0.323804047;0.285249672
371;EL38926;D;0.221576364;0.224492467;0.216656126
372;EL38926;V;0.27057731;0.276331261;0.26715495
373;EL43105;D;0.152697259;0.133874521;0.204477615
374;EL43105;V;0.191760823;0.208768369;0.17943526
375;EL43106;D;0.087171085;0.072345708;0.117271782
376;EL43106;V;0.122567768;0.114196296;0.128543345
377;EL43108;D;0.103162198;0.079172098;0.164760857
378;EL43108;V;0.150554865;0.147394788;0.152776418
379;EL43131;D;0.11038702;0.0775474;0.203600341
380;EL43131;V;0.136084811;0.156683542;0.116753298
381;EL43143;D;0.084896755;0.075351575;0.101825935
382;EL43143;V;0.145240484;0.139891014;0.148825997
383;EL43144;D;0.108664215;0.105910594;0.113804865
384;EL43144;V;0.17002053;0.16639208;0.172736539
385;EL43145;D;0.094254123;0.086047282;0.108681938
386;EL43145;V;0.156903096;0.147493782;0.164118707
387;EL43171;D;0.095476732;0.078893494;0.132147681
388;EL43171;V;0.126906105;0.11547229;0.135937996
389;EL43178;D;0.085045558;0.08482407;0.085440505
390;EL43178;V;0.169044219;0.179621839;0.16256728
391;EL43179;D;0.118030545;0.110188111;0.13189924
392;EL43179;V;0.17513495;0.176499079;0.174217491
393;EL43218;D;0.103325375;0.100058462;0.10885491
394;EL43218;V;0.151006573;0.174761757;0.131511738
395;EL43219;D;0.103616906;0.107821148;0.097435313
396;EL43219;V;0.150329854;0.180218285;0.126895231
